doi,title,sentence,char_len
10.1038/ncomms10308,Insertion compounds and composites made by ball milling for advanced sodium-ion batteries,"The successful preparation of Na-rich Na 4 V 2 (PO 4 ) 2 F 3 or composites with known amounts of NVPF and Na 4 V 2 (PO 4 ) 2 F 3 enables control over the extra Na content by playing with ball milling times, and is of great importance for enhancing the performances of C/NVPF Na-ion cells.",288
10.1039/d2ta02451a,Boosting Electrochemical Reaction and Suppressing Phase Transition with High-Entropy O3-Type Layered Oxide for Sodium-Ion Batteries,The HEO cathode exhibits good cycling performance (capacity retention of ~81% after 100 cycles at 0.5 C) and outstanding rate capability (capacity of ~81 mAh g -1 at 2.0 C) due to the higher sodium diffusions coefficient (above 5.75×10 -11 cm 2 s -1 ) than most reported O3-type cathodes.,288
10.1021/ja512383b,Removal of Interstitial H<sub>2</sub>O in Hexacyanometallates for a Superior Cathode of a Sodium-Ion Battery,The newly discovered dehydrated Na 2-δ MnHFC phase exhibits superior electrochemical performance compared to other reported Na-ion cathode materials; it delivers at 3.5 V a reversible capacity of 150 mAh g -1 in a sodium half cell and 140 mAh g -1 in a full cell with a hard-carbon anode.,288
10.1039/c4ta06467d,Recent developments in electrode materials for sodium-ion batteries,"A full cell was assembled using hard carbon as the anode and NaVPO 4 F as the cathode, which delivered a reversible capacity of 80 mA h g À1 , with an average discharge potential of 3.7 V. 104 Park et al. recently reported novel Na 1.5 VPO 4.8 F 0.7 with a high redox potential (3.8 V vs.",288
10.1002/aenm.202000135,Insights into the Enhanced Cycle and Rate Performances of the F-Substituted P2-type Oxide Cathodes for Sodium-Ion batteries,"Meanwhile, the energy positions of the Mn L-edge spectra of Na2/3Ni1/3Mn2/3O1.95F0.05 from point 1 to point 6 remain the same, revealing the coherent reduction of the Mn ion by homogeneous F-substitution from the surface to the interior of the particles to maintain the electro-neutrality.",289
10.1039/d1sc05715d,Synergetic stability enhancement with magnesium and calcium ion substitution for Ni/Mn-based P2-type sodium-ion battery cathodes,"O3-Na 0.98 Ca 0.01 Ni 0.5 -Mn 0.5 O 2 shows a reduced ""c"" value, while O3-Na 0.95 Ca 0.025 Ni 1/ 3 Fe 1/3 Mn 1/3 O 2 and O3-Na 0.9 Ca 0.05 Ni 1/3 Fe 1/3 Mn 1/3 O 2 show expanded ""c"" values. 31,32 However, no clear explanation for the expansion of ""c"" in O3-type cathodes has been provided.",289
10.1038/s41598-017-04958-1,3D free-standing nitrogen-doped reduced graphene oxide aerogel as anode material for sodium ion batteries with enhanced sodium storage,"To study the effect of graphene structure on the electrochemical performance of sodium ion batteries, graphene powder without 3D structure was also prepared as a reference from the graphene oxide through a thermal reduction at 800 °C in N 2 atmosphere with a heating rate of 10 °C min -1 .",289
10.1038/ncomms7401,Ti-substituted tunnel-type Na0.44MnO2 oxide as a negative electrode for aqueous sodium-ion batteries,"The sodium storage performance of Na 0.44 [Mn 1-x Ti x ]O 2 (x ¼ 0, 0.11, 0.22, 0.33, 0.44, 0.56) in non-aqueous media was tested with Note that Mn, Mn, Mn, Mn and Mn refer to the five crystallographic sites for transition metal as shown in Fig. 1 Na 0.44 [Mn 1-x Ti x ]O 2 |Na half cells.",289
10.1002/aenm.201602894,Mechanism of Na-Ion Storage in Hard Carbon Anodes Revealed by Heteroatom Doping,"This contradiction suggests an alternative correlation where the removal of defects by annealing results in the decrease of sloping capacity, and thus we tentatively attribute the sloping capacity to favorable binding of Na at local defects rather than indiscriminate Na-ion intercalation.",289
10.1038/ncomms15888,Sodium vanadium titanium phosphate electrode for symmetric sodium-ion batteries with high power and long lifespan,"Compared to the non-symmetrical cells employing alloying-type materials 19,20 or hard carbon 21,22 as anodes, the symmetric cells based on the same intercalation-type compound could greatly suppress the volume expansion and the safety concern of sodium dendrites at low working potentials.",289
10.1038/s41467-019-11960-w,Cross-linked beta alumina nanowires with compact gel polymer electrolyte coating for ultra-stable sodium metal battery,"Both of the XRD and NMR results prove that the Na ions in ANs are de-intercalated, and the ANs take part in ionic transportation during charge/discharge of ANs-GPE based Na metal batteries to form solid-liquid hybrid Na-ion transportation channels through and along the ANs in the ANs-GPE.",289
10.1038/s41467-022-30113-0,Entropy and crystal-facet modulation of P2-type layered cathodes for long-lasting sodium-based batteries,"The high-voltage redox peaks at ca. 4.29/3.96 V are related to oxygen anionic redox, which can be demonstrated by the results of X-ray photoelectron spectroscopy (XPS) analysis (Supplementary Fig. 6). ) is reversible in the first CV curves of CuMgTi-571 and NaMNO 2 (Supplementary Fig. 5).",289
10.1016/j.nanoen.2017.11.077,Structure-dependent performance of TiO 2 /C as anode material for Na-ion batteries,"Moreover, the discharge capacity is 242.5 mAh g -1 for TiO 2 /C HRTs at 50 mA g -1 after 150 cycles, while those for TiO 2 /C NRs and TiO 2 /C NPs are only 164.8 and 151.3 mAh g -1 , respectively (Fig. 5a), demonstrating a significantly improved sodium storage capability for TiO 2 /C HRTs.",290
10.1039/d0ee01363c,A revised mechanistic model for sodium insertion in hard carbons,"Here, ex situ 23 Na solid-state NMR and total scattering studies on a systematically tuned series of hard carbons revealed the formation of increasingly metallic sodium clusters in direct correlation to the growing pore size, occurring only in samples which exhibited a low voltage plateau.",290
10.1002/aenm.202000135,Insights into the Enhanced Cycle and Rate Performances of the F-Substituted P2-type Oxide Cathodes for Sodium-Ion batteries,"As displayed in Figure S 20a & S 20b, under the same current rate of 1 C, the hard carbon anode exhibits higher capacity in the electrolyte of 1M NaPF6 in EC/DMC with 2 v% FEC than that in 1M NaClO4 in PC with 5 v% FEC, mainly due to the higher ionic conductivity of the former electrolyte.",290
10.1002/aenm.201702403,"Challenges on Developing Electrodes, Electrolytes and Diagnostics tools to Understand and Advance Sodium-ion Batteries","Besides intergrowth P/O cathode materials, Zheng et al. reported a spinel-integrated P2type layered cathode for high-power SIBs. 124 Compared to the bare P2-type cathode, the spinel-integrated Na 0.50 Ni 1/6 Co 1/6 Mn 2/3 O 2 demonstrates significantly improved electrochemical performance.",290
10.1038/s41467-021-25074-9,Engineering Na+-layer spacings to stabilize Mn-based layered cathodes for sodium-ion batteries,"In this article, the geometric mean (geomean) was adopted to measure the average value of sodium-ion diffusion coefficients during charge or discharge process, which were calculated as Both CV and EIS were applied at a four-channel multifunctional electrochemical workstation (Versa STAT MC.",291
10.1002/aenm.201702403,"Challenges on Developing Electrodes, Electrolytes and Diagnostics tools to Understand and Advance Sodium-ion Batteries","O indicates that sodium occupies the octahedral site of sodium layers, P represents prismatic site, while prime (') symbol indicates a monoclinic distorted phase. 4,17,36 For the O3-type cathodes, the x value representing the Na amount is very close to 1, offering higher initial capacities.",291
10.1038/s41598-017-04958-1,3D free-standing nitrogen-doped reduced graphene oxide aerogel as anode material for sodium ion batteries with enhanced sodium storage,"To date, many carbonaceous material with different structures have been investigated in the electrochemical performance as anode materials for sodium ion batteries, such as carbon fibers 9,10 , nanowires 11 , carbon nanospheres 12 , reduced graphene oxide , and porous carbon composites 16 .",291
10.1038/s41467-020-15938-x,Operando visualisation of battery chemistry in a sodium-ion battery by 23Na magnetic resonance imaging,"In this paper, we report, to our knowledge for the first time, operando 1 H and 23 Na NMR and MRI experiments observing the speciation and distribution of Na in the electrode and electrolyte, during sodiation and desodiation of hard carbon, in a sodium metal cell and a sodium-ion full-cell.",291
10.1038/s41467-022-32190-7,Fundamental investigations on the sodium-ion transport properties of mixed polyanion solid-state battery electrolytes,The initial configurations for the kMC were generated using the canonical Monte Carlo simulation (based on our previous work where we constructed a global cluster expansion model on the NASICON) 19 in an 8 × 8 × 8 supercell at 0 ≤ x ≤ 3 containing 4096 distinct Na sites and 3072 Si/P sites.,291
10.1038/s41467-021-22523-3,Tuning local chemistry of P2 layered-oxide cathode for high energy and long cycles of sodium-ion battery,"Because the GITT method cannot be applicable to the two-phase regions, CVs at different scan rates are used to calculate the apparent values of D Na+ in Na 0.612 K 0.056 MnO 2 and Na 0.706 MnO 2 , as presented in the gray region in Fig. 6d, Supplementary Fig. 39, and Supplementary Table 19.",291
10.1038/s41560-024-01701-9,Critically assessing sodium-ion technology roadmaps and scenarios for techno-economic competitiveness against lithium-ion batteries,"These provide guidance on road mapping directions to maximize the techno-economic competitiveness of Na-ion. https://doi.org/10.1038/s41560-024-01701-9 prove more competitive at the systems level if safety, thermal robustness and cycle life metrics can be demonstrated to exceed those of LFP.",292
10.1039/c4ee03361b,High-performance symmetric sodium-ion batteries using a new bipolar material O3-type Na 0.8 Ni 0.4 Ti 0.6 O 2,"The bright spots in Figure S1a and 2d) and the dark-dot contrast in ABF-STEM images (Figure 2e) reveal the sodium and transition metal (Ni and Ti) atom positions, and sodium is fully overlapped by transition metal projected along direction, which is consistent with O3-type layered structure.",292
10.1002/adfm.201910327,Article type: Full Paper Ultralow-strain Zn-substituted Layered Oxide Cathode with Suppressed P2-O2 Transition for Stable Sodium Ion Storage,Sodium-ion batteries (SIBs) are now actively developed as a low cost alternative to Li ion batteries for large-scale electric energy storage due to the rich abundance and low cost of sodium resources. Tremendous efforts have been made to explore suitable cathode and anode materials recently.,292
