doi,title,year,abstract,citations,source
10.1002/anie.202505813,Cooperativity of Electron Transfer Coupled Spin Transitions in a Tetranuclear Fe/Co Prussian Blue Analogue Revealed by Ultrafast Spectroscopy,2025,"<jats:title>Abstract</jats:title>
                  <jats:p>
                    Cooperative intermolecular interactions, usually observed in solid state, can confer useful properties to stimuli–responsive spin transition materials. Here, we demonstrate for the first time intramolecular cooperativity between the two Fe–Co subunits of a molecular cyanido‐bridged square Fe
                    <jats:sub>2</jats:sub>
                    Co
                    <jats:sub>2</jats:sub>
                 ",1,crossref
10.1016/j.physleta.2022.128493,The negative thermal expansion behavior in Prussian blue analogue Zn3[Fe(CN)6]2: A first-principles study,2022,,3,crossref
10.20964/2019.06.71,High Capacity Prussian Blue Analogue@Reduced Graphene Oxide/Li4Ti5O12 Composite as an Anode Material for Lithium- Ion Batteries with a Broad Voltage Window,2019,,7,crossref
10.1039/d3dt04021f,Prussian blue analogue-derived Co<sub>3</sub>O<sub>4</sub>/Fe<sub>2</sub>O<sub>3</sub> with a partially hollow and octahedral structure for high-performance supercapacitors,2024,<jats:p>The low resistance and high <jats:italic>D</jats:italic><jats:sub>OH<jats:sup>−</jats:sup></jats:sub> result from oxide particles present on the surface and within the inner parts of the octahedron. This allows the electrolyte ions to diffuse more efficiently and ensures a much more effective area for participating in a reaction.</jats:p>,11,crossref
10.1021/acssensors.3c00858,Novel Electrochemiluminescent Immunosensor Using Dual Amplified Signals from a CoFe Prussian Blue Analogue and Au Nanoparticle for the Detection of Lp-PLA2,2023,,15,crossref
10.1016/j.microc.2025.114318,Construction of a visual lateral flow chromatographic and electrochemical immunosensor based on bimetallic Prussian blue analogue for efficiently sensing SARS-CoV-2,2025,,1,crossref
10.1038/s41598-017-06664-4,Ultrafast intersystem crossings in Fe-Co Prussian blue analogues,2017,"<jats:title>Abstract</jats:title><jats:p>Ultrafast spincrossover is studied in Fe-Co Prussian blue analogues using a dissipative quantum-mechanical model of a cobalt ion coupled to a breathing mode. All electronic interactions are treated on an equal footing. It is theoretically demonstrated that the divalent cobalt ion reaches 90% of the <jats:inline-formula><jats:alternatives><jats:tex-math>$$S{\boldsymbol{=}}\frac{{\bf{3}}}{{\bf{2}}}$$</jats:tex-math><mml:math xmlns:mml=""http://www.w3.org/199",14,crossref
10.3390/nano15120904,Prussian Blue Analogue-Derived p-n Junction Heterostructure for Photothermal Reverse Water–Gas Shift: Enhanced Activity and Selectivity via Synergistic Effects,2025,"<jats:p>Photothermal catalytic CO2 conversion into chemicals that provide added value represents a promising strategy for sustainable energy utilization, yet the development of highly efficient, stable, and selective catalysts remains a significant challenge. Herein, we report a rationally designed p-n junction heterostructure, T-CZ-PBA (SC), synthesized via controlled pyrolysis of high crystalline Prussian blue analogues (PBA) precursor, which integrates CuCo alloy, ZnO, N-doped carbon (NC), an",0,crossref
10.1016/j.colsurfa.2021.127140,"Superhydrophilic, underwater superoleophobic and self-cleaning nickel composite mesh via simultaneous acid etching and in-situ growth of Prussian blue analogue for oil-water separation",2021,,17,crossref
10.1016/j.ijhydene.2023.03.008,In-situ assemblage of Fe–V–P/graphene aerogel based on prussian blue analogue as a high-performance electrocatalyst for oxygen evolution reaction,2023,,6,crossref
10.3390/cryst9020112,The Effect of Pressure on Magnetic Properties of Prussian Blue Analogues,2019,"<jats:p>We present the review of pressure effect on the crystal structure and magnetic properties of Cr(CN)6-based Prussian blue analogues (PBs). The lattice volume of the fcc crystal structure space group Fm    3 ¯    m in the Mn-Cr-CN-PBs linearly decreases for p ≤ 1.7 GPa, the change of lattice size levels off at 3.2 GPa, and above 4.2 GPa an amorphous-like structure appears. The crystal structure recovers after removal of pressure as high as 4.5 GPa. The effect of pressure on magnetic proper",12,crossref
10.1007/s11426-023-1824-3,Boosting the sodium storage performance of Prussian blue analogues via effective etching,2023,,44,crossref
10.1002/cssc.201902795,Cover Feature: In Situ Self‐Assembly of Core–Shell Multimetal Prussian Blue Analogues for High‐Performance Sodium‐Ion Batteries (ChemSusChem 21/2019),2019,,1,crossref
10.1149/ma2022-02592210mtgabs,(Invited) Prussian Blue Analogues as Battery Materials,2022,"<jats:p>  	Prussian Blue Analogues (PBAs) have gathered renewed interest recently because of their unique electrochemical properties, several of which are highly desirable for energy storage<jats:sup>1</jats:sup>. These intriguing properties arise from the interaction of the crystal structure with inserting ions. The general electrochemical equation for the insertion of an alkali metal into a PBA is given by:</jats:p>
               <jats:p>A<jats:sub>x</jats:sub>P<jats:sup>J</jats:sup>[R<jats:s",0,crossref
10.1149/ma2024-01392328mtgabs,(Invited) Selective Ammonia Separation Using Prussian Blue Analogues,2024,"<jats:p>  	Prussian blue analogues (PBAs) are a three-dimensional coordination polymer with iron and transition metals bridged with cyanide ligands, creating open-framework structures for hosting guest ions into interstitial sites. These sites can be occupied by cations via adsorption/desorption or intercalation/deintercalation, which has been widely utilized in developing separation processes and energy storage devices. Additionally, it has been well established that the size of the channel pro",0,crossref
10.1002/aenm.202401984,Prussian Blue Analogues for Aqueous Sodium‐Ion Batteries: Progress and Commercialization Assessment,2024,"<jats:title>Abstract</jats:title><jats:p>Aqueous sodium‐ion batteries (ASIBs) are a compelling option for energy storage systems due to their high ionic conductivity, excellent cycle stability, high safety, low cost, and environmental friendliness. However, ASIBs present challenges because of low energy density and lack of suitable cathode materials, which limit their practical deployment. Prussian blue analogues (PBAs) are metal‐organic coordination materials that have open frameworks, making s",67,crossref
10.1002/er.6760,"Lattice water removal from
            <scp>nickel–cobalt</scp>
            Prussian blue analogues by polyaniline coating for flexible sodium ion supercapacitor devices",2021,,18,crossref
10.1016/j.est.2025.116031,Cu-based Prussian blue cubic sheet with core-shell structure for high-rate sodium-ion batteries,2025,,2,crossref
10.1016/j.jpowsour.2025.236866,Thermally activated prussian blue analogues low-spin iron for enhanced sodium ion storage performance,2025,,8,crossref
10.1016/j.mtchem.2018.12.003,Sodium-ion electrochemical tuning of Prussian blue analog as an efficient oxygen evolution catalyst,2019,,10,crossref
10.1016/j.seppur.2021.120333,Three-dimensional Prussian blue nanoflower as a high-performance sodium storage electrode for water desalination,2022,,24,crossref
10.1080/00958972.2019.1572121,Hydrostatic pressure induced transformation of magnetism in a trimetallic CuMnFe Prussian blue analogue,2019,,4,crossref
10.1016/j.jece.2025.120392,Synergistic CN vacancies in Co-Fe Prussian blue analogue for photocatalytic deep reduction of CO2 to CH4,2025,,0,crossref
10.1016/j.ijhydene.2020.12.221,Electrospun prussian blue analogue derived NiCo@N-doped carbon nanofibers as efficient and highly stable electrocatalysts for neutral overall water splitting,2021,,39,crossref
10.1002/aenm.201601052,Composites of a Prussian Blue Analogue and Gelatin‐Derived Nitrogen‐Doped Carbon‐Supported Porous Spinel Oxides as Electrocatalysts for a Zn–Air Battery,2016,"<jats:p>To date, most studies have focused only on the interaction between oxygen and the catalyst, with the intention of minimizing the mass‐transfer resistance by using the rotating disk electrode (RDE) method, which is based on the forced‐convection theory. To begin with, in order to increase the reaction rate, the oxygen should be able to reach the active sites of the catalyst readily (mass transfer). Next, a moderate (i.e., not too strong or weak) interaction (kinetics) should be maintained",105,crossref
10.1002/adma.202108384,"Prussian Blue Analogues for Sodium‐Ion Batteries: Past, Present, and Future",2022,"<jats:title>Abstract</jats:title><jats:p>Prussian blue analogues (PBAs) have attracted wide attention for their application in the energy storage and conversion field due to their low cost, facile synthesis, and appreciable electrochemical performance. At the present stage, most research on PBAs is focused on their material‐level optimization, whereas their properties in practical battery systems are seldom considered. This review aims to first provide an overview of the history and parameters o",736,crossref
10.1039/d5cc02610e,Highly dispersed Fe–Ru dual cocatalysts derived from a Prussian blue analogue for boosting O<sub>2</sub> evolution on an oxyiodide photocatalyst,2025,<jats:p>Highly dispersed Fe–Ru cocatalysts derived from iron hexacyanoruthenate enhanced O<jats:sub>2</jats:sub> evolution on an oxyiodide photocatalyst through bifunctional activity.</jats:p>,0,crossref
10.1021/acs.inorgchem.9b03274,Self-Assembly and Properties of a Discrete Water-Soluble Prussian Blue Analogue Fe<sup>II</sup>/Co<sup>III</sup>Cube: Confinement of a Water Molecule in Aqueous Solution,2020,,10,crossref
10.1039/d3dt00957b,One-step synthesis of 2D@3D hollow Prussian blue analogue as a high-performance bifunctional electrochemical sensor,2023,"<jats:p>The hollow tremella-like PBA was successfully synthesized<jats:italic>via</jats:italic>a one-step process, exhibiting excellent glucose and nitrite sensing performance and extensive prospect in practical applications.</jats:p>",8,crossref
10.1016/j.electacta.2019.134946,A novel molecularly imprinted electrochemical sensor based on Prussian blue analogue generated by iron metal organic frameworks for highly sensitive detection of melamine,2019,,53,crossref
10.1149/1945-7111/ad830e,Solid Contact Microfabricated Electrode for Point-of-Care Electrochemical Determination of a Parasitic Infection Managing Medication Based on a Transducer Layer Prussian Blue Analogue Decorated with Multi-Walled Carbon Nanotubes,2024,"<jats:p>Point-of-care diagnostics (POC), often known as on-site testing has evolved as a quick and accurate methodology for analyzing and therapeutic monitoring of drugs. The aim of this study is to provide cost-effective, simple, portable, reliable, and ecofriendly methodology for determination of Tinidazole (TD); potentiometric sensors are found to be an ideal fit for achieving these goals. An advanced microfabricated ion selective electrode is provided employing two-steps procedure. The first",7,crossref
10.1021/jacs.8b06147,Evidence of the Core–Shell Structure of (Photo)magnetic CoFe Prussian Blue Analogue Nanoparticles and Peculiar Behavior of the Surface Species,2018,,45,crossref
10.1016/j.jssc.2020.121779,Epitaxial growth of prussian blue analogue derived NiFeP thin film for efficient electrocatalytic hydrogen evolution reaction,2021,,18,crossref
10.1039/d1dt03947d,Electrochemically activated Co-Prussian blue analogue derived amorphous CoB nanostructures: an efficient electrocatalyst for the oxygen evolution reaction,2022,"<jats:p>A series of cobalt borides (CoBs) have been prepared by reducing the Co-PBA with NaBH<jats:sub>4</jats:sub> coupled with annealing in the temperature range of 300 °C to 650 °C. After electrochemical activation in alkaline medium, CoB@300 catalyses the OER efficiently.</jats:p>",18,crossref
10.1002/batt.202500488,Effect of Anions in Zn‐Based Aqueous Electrolyte on Electrochemical Performance of Prussian Blue Analogue,2025,"<jats:p>
                    The effect of an anion from the electrolyte salt plays a crucial role in modulating the solvation structure of the cation and the electrochemical performances of the energy storage systems. Herein, the effect of different anions such as chlorides (Cl
                    <jats:sup>−</jats:sup>
                    ), nitrates (NO
                    <jats:sub>3</jats:sub>
                    <jats:sup>−</jats:sup>
                    ), sulfates (SO
                   ",0,crossref
10.1039/d1qi00230a,Hollow bimetallic selenide derived from a hierarchical MOF-based Prussian blue analogue for urea electrolysis,2021,<p>PBA@MOF–Ni/Se with a nanocube structure grown on a flower-shaped MOF–Ni template exhibits better performance in urea electrolysis.</p>,56,crossref
10.1039/d2nj05437j,Prussian blue analogue <i>in situ</i> derived hierarchical flower-like ZnS/FeS<sub>2</sub> Z-scheme heterojunction for boosted visible-light responsive photocatalytic degradation of Rhodamine B with synergistic peroxydisulfate activation,2023,<jats:p>Flower-like ZnS/FeS<jats:sub>2</jats:sub> coupled with peroxydisulfate can efficiently promote the separation of photogenerated carriers and thus show a superior photocatalytic performance.</jats:p>,1,crossref
10.1016/j.jcat.2018.11.005,Self-templated Prussian blue analogue for efficient and robust electrochemical water oxidation,2019,,39,crossref
10.1002/smll.202207525,Crystal Face Dominated Fabrication of Prussian Blue Analogue with Oriented Growth and Naturally Nonpreferred Unsaturated Coordination Center,2023,"<jats:title>Abstract</jats:title><jats:p>Defects, such as unsaturated coordination centers and vacancies, can fundamentally change materials’ inherent properties and growth habits. The development of defect engineering has promoted the application of many technologies, but it is still a great challenge to selectively manufacture defect sites in existing material systems. It is shown here that in situ site‐directed tailoring of metal sites in Prussian blue analogs (PBA) can be achieved according ",13,crossref
